TransactionAmount,TransactionDate,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Location_encoded,Channel_encoded,TransactionType_encoded,CustomerOccupation_encoded,TimeBetweenTransaction,TransactionHour,LoginAttempts_Binned,TransactionAmount_Binned,KMeans_Cluster,Anomaly,DBSCAN_Cluster,Cluster,Cluster_PCA,dbscan_outlier,DistanceToCentroid,PotentialFraud,Target
389.05,2023-01-06 17:35:08,27,41,1,761.0,2024-11-04 08:11:28,9,0,1,3,-57681380.0,17,Normal,$200–$500,2,1,-1,1,1,-1,3.2329475949194517,False,1
7.38,2023-03-15 16:47:45,67,105,1,2923.83,2024-11-04 08:10:18,15,2,1,2,-51808953.0,16,Normal,< $50,0,1,-1,2,0,-1,4.544428113215517,False,2
109.48,2023-06-26 17:38:22,61,93,1,7372.47,2024-11-04 08:07:26,3,2,1,2,-42906544.0,17,Normal,$50–$200,2,1,30,1,1,30,3.123674835465375,False,1
66.91,2023-01-30 18:47:17,39,85,1,871.1,2024-11-04 08:10:19,39,0,1,0,-55603382.0,18,Normal,$50–$200,1,1,-1,0,2,-1,5.006616061783114,False,0
335.48,2023-03-02 16:06:18,45,155,1,3023.16,2024-11-04 08:06:45,28,1,1,1,-52934427.0,16,Normal,$200–$500,0,1,53,0,0,53,6.444928053001523,False,0
38.14,2023-12-28 16:51:20,19,174,1,1119.21,2024-11-04 08:09:59,0,2,1,3,-26925519.0,16,Normal,< $50,2,1,-1,1,1,-1,6.224911755203142,False,1
1076.98,2023-12-20 18:12:25,60,173,1,11833.73,2024-11-04 08:09:33,11,1,1,0,-27611828.0,18,Normal,> $1K,2,-1,-1,1,1,-1,5.823050562910574,False,1
360.02,2023-02-09 16:29:06,68,68,1,6400.59,2024-11-04 08:08:53,9,2,1,2,-54747587.0,16,Normal,$200–$500,2,1,-1,1,1,-1,3.1561861968593004,False,1
567.71,2023-02-06 18:39:23,63,80,1,13884.24,2024-11-04 08:10:40,22,2,1,0,-54999077.0,18,Normal,$500–$1K,0,-1,-1,2,0,-1,3.495281047563649,False,2
218.19,2023-05-23 16:29:31,19,185,1,620.83,2024-11-04 08:10:27,2,0,1,3,-45848456.0,16,Normal,$200–$500,2,1,-1,1,1,-1,4.16700838774336,False,1
209.99,2023-09-07 17:19:21,19,40,1,1938.01,2024-11-04 08:11:39,10,0,1,3,-36600738.0,17,Normal,$200–$500,2,1,-1,1,1,-1,4.037383116516176,False,1
11.02,2023-11-13 16:32:53,19,280,1,964.79,2024-11-04 08:06:56,40,1,1,3,-30814443.0,16,Normal,< $50,1,1,-1,0,2,-1,5.812412143857378,False,0
83.43,2023-05-30 16:28:48,56,109,1,1870.16,2024-11-04 08:11:40,27,2,1,2,-45243772.0,16,Normal,$50–$200,0,1,-1,0,0,-1,7.446449482469637,False,0
344.97,2023-03-20 17:30:52,34,106,1,5577.94,2024-11-04 08:09:39,2,2,1,0,-51374327.0,17,Normal,$200–$500,2,1,-1,1,1,-1,4.091364087134811,False,1
172.29,2023-01-30 17:22:39,36,283,1,8700.8,2024-11-04 08:08:42,12,0,1,1,-55608363.0,17,Normal,$50–$200,2,1,-1,1,1,-1,6.075312417783934,False,1
195.54,2023-07-17 16:05:23,60,255,1,2794.66,2024-11-04 08:09:01,29,2,1,2,-41097818.0,16,Normal,$50–$200,1,1,43,0,2,43,5.428023814803596,False,0
101.23,2023-08-04 18:34:01,45,87,1,6169.71,2024-11-04 08:06:42,7,2,1,1,-39533561.0,18,Normal,$50–$200,2,1,-1,1,1,-1,1.761638482471855,False,1
180.46,2023-03-13 16:26:30,25,34,1,831.75,2024-11-04 08:11:23,14,0,1,3,-51983093.0,16,Normal,$50–$200,2,1,25,2,0,25,5.4894774933053485,False,2
692.55,2023-03-07 16:51:37,53,109,1,2451.56,2024-11-04 08:12:17,5,1,1,2,-52500040.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,1.8835130053172968,False,1
147.31,2023-06-12 17:10:27,34,92,1,13625.52,2024-11-04 08:07:58,23,2,0,0,-44117851.0,17,Normal,$50–$200,0,1,-1,2,0,-1,3.93242522092346,False,2
107.48,2023-02-07 17:38:18,20,103,1,1379.39,2024-11-04 08:12:07,20,1,1,3,-54916429.0,17,Normal,$50–$200,0,1,18,2,0,18,1.3498646386566502,False,2
1831.02,2023-09-15 17:31:42,62,83,1,11498.01,2024-11-04 08:10:52,8,2,0,0,-35908750.0,17,Normal,> $1K,2,-1,-1,1,1,-1,5.141883108859001,False,1
81.51,2023-08-10 16:10:22,25,97,1,865.49,2024-11-04 08:07:15,42,1,1,3,-39023813.0,16,Normal,$50–$200,1,1,16,0,2,16,7.7165995760646675,True,0
365.48,2023-05-22 17:59:02,76,216,1,7147.4,2024-11-04 08:10:38,39,2,0,2,-45929496.0,17,Normal,$200–$500,1,1,-1,0,2,-1,4.667647865840419,False,0
491.1,2023-06-05 16:08:37,35,125,1,7833.85,2024-11-04 08:07:32,15,2,0,1,-44726335.0,16,Normal,$200–$500,0,1,-1,2,0,-1,4.477121763094217,False,2
452.8,2023-11-24 16:45:11,80,151,1,4840.67,2024-11-04 08:07:34,20,1,1,2,-29863343.0,16,Normal,$200–$500,0,1,-1,2,0,-1,1.2675036332727707,False,2
645.04,2023-12-22 17:08:55,70,78,1,7361.47,2024-11-04 08:07:29,22,1,1,2,-27442714.0,17,Normal,$500–$1K,0,1,-1,2,0,-1,3.0341450207732863,False,2
169.28,2023-03-27 18:08:06,45,114,1,5128.44,2024-11-04 08:11:54,30,1,1,0,-50767428.0,18,Normal,$50–$200,1,1,-1,0,2,-1,4.63580005683267,False,0
88.42,2023-10-18 16:28:19,62,91,1,12381.45,2024-11-04 08:09:15,12,0,1,0,-33061256.0,16,Normal,$50–$200,2,1,-1,1,1,-1,6.174820601263875,False,1
155.53,2023-03-24 17:04:32,29,66,1,4008.05,2024-11-04 08:08:36,3,0,1,1,-51030244.0,17,Normal,$50–$200,2,1,-1,1,1,-1,3.1368501481803266,False,1
991.82,2023-12-04 16:16:19,43,300,1,3493.13,2024-11-04 08:10:11,25,2,1,1,-29001232.0,16,Normal,$500–$1K,0,1,-1,2,0,-1,6.104346673637805,False,2
39.24,2023-11-14 18:33:32,77,106,1,6462.41,2024-11-04 08:11:18,9,0,1,2,-30721066.0,18,Normal,< $50,2,1,-1,1,1,-1,3.4221627638425294,False,1
152.01,2023-02-23 16:41:55,42,111,3,4625.12,2024-11-04 08:11:14,13,0,1,1,-53537359.0,16,Waspada,$50–$200,2,1,-1,2,1,-1,6.449789929203435,False,2
78.77,2023-05-08 18:36:59,48,50,1,6470.57,2024-11-04 08:06:41,19,0,0,1,-47136582.0,18,Normal,$50–$200,0,1,-1,2,0,-1,1.6204297152379714,False,2
26.5,2023-02-08 16:42:59,48,179,1,4854.83,2024-11-04 08:07:24,16,2,1,1,-54833065.0,16,Normal,< $50,0,1,-1,2,0,-1,3.5996444909952587,False,2
83.62,2023-06-22 17:18:09,48,146,1,12652.22,2024-11-04 08:12:06,33,0,1,0,-43253637.0,17,Normal,$50–$200,1,1,-1,0,2,-1,1.9884252601439754,False,0
142.78,2023-05-09 16:40:52,68,150,1,11705.88,2024-11-04 08:12:22,36,1,1,0,-47057490.0,16,Normal,$50–$200,1,1,-1,0,2,-1,2.1190817701977718,False,0
55.99,2023-11-13 16:16:24,35,95,1,932.61,2024-11-04 08:07:20,12,0,1,0,-30815456.0,16,Normal,$50–$200,2,1,-1,1,1,-1,6.126291627879785,False,1
774.48,2023-03-06 16:12:45,61,31,1,11613.58,2024-11-04 08:08:33,21,1,1,0,-52588548.0,16,Normal,$500–$1K,0,1,-1,2,0,-1,2.583286773831707,False,2
105.37,2023-05-11 18:31:20,25,160,1,1068.55,2024-11-04 08:09:44,34,0,1,3,-46877904.0,18,Normal,$50–$200,1,1,-1,0,2,-1,1.7180648295169418,False,0
118.83,2023-06-26 16:10:25,28,295,1,1616.3,2024-11-04 08:08:28,41,2,1,3,-42911883.0,16,Normal,$50–$200,1,1,20,0,2,20,6.705481171412749,False,0
46.22,2023-11-13 16:41:09,23,217,1,471.28,2024-11-04 08:08:59,38,1,1,3,-30814070.0,16,Normal,< $50,1,1,-1,0,2,-1,3.899271567346484,False,0
659.71,2023-05-05 16:10:24,21,148,1,106.86,2024-11-04 08:09:32,38,1,0,3,-47404748.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,3.933027080752674,False,0
377.97,2023-11-17 16:50:08,72,160,1,2457.1,2024-11-04 08:11:04,24,2,1,2,-30468056.0,16,Normal,$200–$500,0,1,-1,2,0,-1,4.75429136148744,False,2
114.1,2023-05-22 17:45:02,69,148,1,5882.12,2024-11-04 08:11:19,4,1,1,2,-45930377.0,17,Normal,$50–$200,2,1,-1,1,1,-1,2.1491091547130288,False,1
11.3,2023-12-01 16:33:43,55,41,1,1938.99,2024-11-04 08:09:25,21,2,0,2,-29259342.0,16,Normal,< $50,0,1,41,2,0,41,2.157098631514324,False,2
95.5,2023-05-22 16:24:02,57,17,1,4079.09,2024-11-04 08:08:19,29,2,1,2,-45935057.0,16,Normal,$50–$200,1,1,43,0,2,43,5.44888558967765,False,0
130.93,2023-02-08 16:52:09,28,149,1,860.12,2024-11-04 08:11:18,15,1,0,1,-54832749.0,16,Normal,$50–$200,0,1,-1,2,0,-1,4.555739216867578,False,2
272.97,2023-04-17 18:42:04,68,174,1,7811.31,2024-11-04 08:10:58,4,2,1,2,-48950934.0,18,Normal,$200–$500,2,1,-1,1,1,-1,2.506288561602511,False,1
73.35,2023-03-13 16:33:49,24,47,1,1181.84,2024-11-04 08:09:57,37,1,1,3,-51982568.0,16,Normal,$50–$200,1,1,44,0,2,44,2.9259052651710373,False,0
29.94,2023-10-13 16:22:08,58,243,1,10915.54,2024-11-04 08:12:01,37,0,1,0,-33493793.0,16,Normal,< $50,1,1,-1,0,2,-1,3.0201954475714716,False,0
307.24,2023-11-02 16:05:49,19,136,2,1670.72,2024-11-04 08:09:50,38,0,1,3,-31766641.0,16,Normal,$200–$500,1,1,-1,0,2,-1,3.7775931176633164,False,0
50.52,2023-10-16 16:29:39,20,140,1,1121.19,2024-11-04 08:09:12,4,2,1,3,-33233973.0,16,Normal,$50–$200,2,1,-1,1,1,-1,2.418920858231702,False,1
820.46,2023-04-03 16:22:48,53,243,1,5621.86,2024-11-04 08:10:23,13,2,0,1,-50168855.0,16,Normal,$500–$1K,2,1,-1,2,1,-1,6.6115133779549184,False,2
153.07,2023-04-03 18:37:57,56,116,1,8873.43,2024-11-04 08:12:06,11,0,1,1,-50160849.0,18,Normal,$50–$200,2,1,-1,1,1,-1,5.220679800990944,False,1
52.94,2023-06-12 17:36:25,41,146,1,6990.92,2024-11-04 08:11:08,40,1,1,0,-44116483.0,17,Normal,$50–$200,1,1,-1,0,2,-1,5.702847953163377,False,0
384.41,2023-04-17 16:53:29,60,65,1,7831.56,2024-11-04 08:10:13,17,0,1,1,-48957404.0,16,Normal,$200–$500,0,1,-1,2,0,-1,2.536105985864067,False,2
235.42,2023-07-10 18:34:22,51,175,1,6173.23,2024-11-04 08:11:06,31,1,1,2,-41693804.0,18,Normal,$200–$500,1,1,-1,0,2,-1,3.6554466584272394,False,0
114.23,2023-06-07 17:35:50,56,64,1,9523.72,2024-11-04 08:06:35,9,0,1,0,-44548245.0,17,Normal,$50–$200,2,1,-1,1,1,-1,3.121502045294896,False,1
12.62,2023-05-05 16:35:44,33,61,1,6420.47,2024-11-04 08:09:03,12,1,1,0,-47403199.0,16,Normal,< $50,2,1,-1,1,1,-1,6.078293477415106,False,1
997.37,2023-12-22 18:24:01,23,145,1,1146.09,2024-11-04 08:07:23,13,0,1,3,-27438202.0,18,Normal,$500–$1K,2,-1,-1,2,1,-1,6.947954864472475,False,2
373.52,2023-09-25 16:23:23,35,235,1,6430.41,2024-11-04 08:11:16,7,0,1,1,-35048873.0,16,Normal,$200–$500,2,1,-1,1,1,-1,1.2901038419226911,False,1
336.05,2023-04-24 17:18:18,28,164,1,1635.05,2024-11-04 08:12:13,35,1,1,3,-48351235.0,17,Normal,$200–$500,1,1,-1,0,2,-1,1.017549756950341,False,0
366.93,2023-12-11 18:43:00,66,33,1,6697.79,2024-11-04 08:11:33,15,2,1,2,-28387713.0,18,Normal,$200–$500,0,1,-1,2,0,-1,4.68050178073671,False,2
112.27,2023-10-19 17:34:53,58,102,1,7369.89,2024-11-04 08:11:23,39,1,1,0,-32970990.0,17,Normal,$50–$200,1,1,-1,0,2,-1,4.72936158313869,False,0
494.96,2023-03-31 16:34:38,40,132,1,6903.68,2024-11-04 08:08:34,34,0,1,1,-50427236.0,16,Normal,$200–$500,1,1,-1,0,2,-1,1.0924744078622435,False,0
561.58,2023-06-23 17:38:26,65,23,1,11748.86,2024-11-04 08:06:32,34,2,1,0,-43165686.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,1.4287959130415544,False,0
440.94,2023-09-13 18:38:27,42,148,1,7303.23,2024-11-04 08:11:22,35,2,1,0,-36077575.0,18,Normal,$200–$500,1,1,-1,0,2,-1,1.6614500148547715,False,0
71.9,2023-02-20 16:28:39,29,51,1,10619.35,2024-11-04 08:12:07,20,1,1,0,-53797408.0,16,Normal,$50–$200,0,1,-1,2,0,-1,1.5877614519066483,False,2
256.66,2023-07-17 17:08:03,54,137,1,1794.5,2024-11-04 08:06:55,33,2,0,2,-41093932.0,17,Normal,$200–$500,1,1,-1,0,2,-1,1.531917682982259,False,0
166.55,2023-07-13 17:51:44,59,99,1,12970.21,2024-11-04 08:09:36,15,1,0,0,-41437072.0,17,Normal,$50–$200,0,1,-1,2,0,-1,4.586132752560729,False,2
276.26,2023-02-13 17:04:50,56,143,1,120.89,2024-11-04 08:11:47,21,1,1,0,-54400017.0,17,Normal,$200–$500,0,1,-1,2,0,-1,2.0038660127167396,False,2
35.46,2023-07-18 16:38:11,67,164,1,5692.31,2024-11-04 08:10:12,16,0,1,0,-41009521.0,16,Normal,< $50,0,1,50,2,0,50,3.5112820986518827,False,2
38.14,2023-04-07 16:16:00,50,165,1,9879.87,2024-11-04 08:07:16,32,1,1,1,-49823476.0,16,Normal,< $50,1,1,-1,0,2,-1,2.729613622335402,False,0
506.26,2023-12-18 18:26:07,64,86,1,6266.65,2024-11-04 08:11:53,3,0,0,2,-27783946.0,18,Normal,$500–$1K,2,1,-1,1,1,-1,3.4889926967755893,False,1
736.32,2023-04-12 17:06:06,31,28,1,14268.95,2024-11-04 08:10:23,16,2,1,0,-49388657.0,17,Normal,$500–$1K,0,1,-1,2,0,-1,3.9643876763583696,False,2
389.43,2023-11-27 18:01:47,52,151,1,6449.83,2024-11-04 08:10:57,2,0,0,1,-29599750.0,18,Normal,$200–$500,2,1,-1,1,1,-1,4.329592443481281,False,1
25.58,2023-11-16 16:33:22,60,166,1,6741.41,2024-11-04 08:06:29,29,0,1,1,-30555187.0,16,Normal,< $50,1,1,-1,0,2,-1,5.521387358454317,False,0
446.1,2023-09-19 17:45:19,25,243,1,1008.44,2024-11-04 08:08:30,39,0,1,3,-35562191.0,17,Normal,$200–$500,1,1,-1,0,2,-1,4.730810244007723,False,0
147.74,2023-09-05 16:52:06,23,15,1,1711.78,2024-11-04 08:12:18,33,1,1,3,-36775212.0,16,Normal,$50–$200,1,1,19,0,2,19,1.6981018750597099,False,0
1228.81,2023-02-20 16:36:36,26,254,1,1821.0,2024-11-04 08:09:05,37,0,1,3,-53796749.0,16,Normal,> $1K,1,1,-1,0,2,-1,3.9807769193566105,False,0
46.23,2023-05-29 17:45:26,77,282,1,5107.75,2024-11-04 08:09:46,14,2,1,2,-45325460.0,17,Normal,< $50,2,1,-1,2,0,-1,5.436888664267104,False,2
265.37,2023-05-26 17:56:17,33,77,1,5229.95,2024-11-04 08:09:20,42,1,1,1,-45583983.0,17,Normal,$200–$500,1,1,-1,0,2,-1,7.643897396588473,True,0
342.57,2023-02-03 17:10:00,20,91,1,339.16,2024-11-04 08:09:51,4,2,1,3,-55263591.0,17,Normal,$200–$500,2,1,-1,1,1,-1,2.356141316395096,False,1
417.26,2023-02-27 17:01:24,32,45,1,10442.48,2024-11-04 08:11:53,27,2,0,0,-53190629.0,17,Normal,$200–$500,0,1,-1,0,0,-1,7.470476041888183,False,0
33.63,2023-11-03 16:50:08,63,76,1,4324.4,2024-11-04 08:10:52,8,2,1,2,-31677644.0,16,Normal,< $50,2,1,45,1,1,45,2.3181675750639155,False,1
64.58,2023-12-04 18:06:30,55,173,1,6292.29,2024-11-04 08:11:27,12,1,1,2,-28994697.0,18,Normal,$50–$200,2,1,-1,1,1,-1,6.209164740874146,False,1
23.23,2023-04-20 16:34:59,21,122,1,269.01,2024-11-04 08:09:54,24,1,0,3,-48699295.0,16,Normal,< $50,0,1,36,2,0,36,4.818484433551371,False,2
160.52,2023-08-07 16:15:05,78,112,1,5379.25,2024-11-04 08:07:59,17,0,0,2,-39282774.0,16,Normal,$50–$200,0,1,-1,2,0,-1,2.485026525601468,False,2
278.88,2023-09-29 16:53:14,64,179,2,1334.09,2024-11-04 08:09:44,18,1,1,0,-34701390.0,16,Normal,$200–$500,0,1,5,2,0,5,1.6833369645534886,False,2
285.49,2023-08-11 18:42:10,53,109,1,6366.84,2024-11-04 08:12:14,5,1,0,0,-38928604.0,18,Normal,$200–$500,2,1,-1,1,1,-1,1.7065953812060812,False,1
71.87,2023-01-16 18:03:02,22,258,1,1839.1,2024-11-04 08:12:07,26,0,1,3,-56815745.0,18,Normal,$50–$200,0,1,-1,2,0,-1,6.886396352318777,False,2
308.8,2023-12-26 16:08:51,53,41,1,3966.54,2024-11-04 08:09:59,3,0,1,2,-27100868.0,16,Normal,$200–$500,2,1,-1,1,1,-1,3.2462372217323034,False,1
135.35,2023-07-28 18:42:51,33,82,1,9983.36,2024-11-04 08:07:24,15,1,1,1,-40137873.0,18,Normal,$50–$200,0,1,-1,2,0,-1,4.680444892879713,False,2
288.43,2023-05-08 16:37:53,66,72,1,4577.09,2024-11-04 08:09:00,31,1,1,2,-47143867.0,16,Normal,$200–$500,1,1,34,0,2,34,3.4410827865072355,False,0
147.46,2023-10-12 16:58:25,65,205,1,7458.03,2024-11-04 08:11:31,0,2,0,0,-33577986.0,16,Normal,$50–$200,2,1,-1,1,1,-1,6.120061210568026,False,1
214.15,2023-10-30 17:07:54,32,217,1,6397.29,2024-11-04 08:10:59,11,1,1,1,-32022185.0,17,Normal,$200–$500,2,1,-1,1,1,-1,5.026857575683897,False,1
71.34,2023-08-28 16:00:00,49,144,3,6345.03,2024-11-04 08:09:43,24,2,1,1,-37469383.0,16,Waspada,$50–$200,0,1,-1,2,0,-1,4.731323651703929,False,2
170.36,2023-03-27 16:56:29,30,118,1,6034.73,2024-11-04 08:09:24,16,0,1,0,-50771575.0,16,Normal,$50–$200,0,1,-1,2,0,-1,3.4859712250122796,False,2
965.66,2023-12-18 17:22:16,53,32,1,765.81,2024-11-04 08:08:58,33,0,1,1,-27787602.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,2.6975011593224787,False,0
736.53,2023-05-10 17:05:08,55,120,1,9826.26,2024-11-04 08:09:38,30,0,1,1,-46969470.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,4.649159673222916,False,0
213.42,2023-07-27 17:30:14,45,17,1,3736.38,2024-11-04 08:11:26,8,0,1,1,-40228872.0,17,Normal,$200–$500,2,1,-1,1,1,-1,2.0267101192872494,False,1
94.09,2023-09-12 16:32:09,27,203,1,646.85,2024-11-04 08:10:29,24,1,1,3,-36171500.0,16,Normal,$50–$200,0,1,36,2,0,36,4.777079248241331,False,2
91.23,2023-05-15 16:13:54,72,86,1,6385.12,2024-11-04 08:08:29,4,0,1,2,-46540475.0,16,Normal,$50–$200,2,1,32,1,1,32,2.25474464255734,False,1
263.92,2023-07-26 17:56:54,57,233,1,4161.71,2024-11-04 08:10:43,36,1,0,2,-40313629.0,17,Normal,$200–$500,1,1,-1,0,2,-1,1.6910454457804518,False,0
77.5,2023-05-23 16:44:55,51,201,1,11079.77,2024-11-04 08:08:15,13,2,0,0,-45847400.0,16,Normal,$50–$200,2,1,-1,2,1,-1,6.507587354236028,False,2
3.65,2023-02-13 17:48:36,69,146,1,10017.11,2024-11-04 08:11:01,24,2,1,0,-54397345.0,17,Normal,< $50,0,1,-1,2,0,-1,4.853219854116392,False,2
43.88,2023-11-13 17:43:37,26,251,1,1644.09,2024-11-04 08:08:21,39,2,0,3,-30810284.0,17,Normal,< $50,1,1,-1,0,2,-1,4.796375597511043,False,0
591.98,2023-04-28 16:32:10,28,132,1,387.65,2024-11-04 08:07:44,12,0,1,3,-48008134.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,6.130214619665129,False,1
224.79,2023-08-22 16:34:34,18,129,1,528.38,2024-11-04 08:10:25,4,2,1,3,-37985751.0,16,Normal,$200–$500,2,1,-1,1,1,-1,2.2911897262950336,False,1
64.3,2023-09-04 17:36:40,55,67,1,7530.3,2024-11-04 08:11:58,21,0,1,2,-36858918.0,17,Normal,$50–$200,0,1,-1,2,0,-1,1.8859322867075998,False,2
111.79,2023-12-26 17:40:23,62,49,1,10887.59,2024-11-04 08:11:34,17,2,1,0,-27095471.0,17,Normal,$50–$200,0,1,-1,2,0,-1,2.8020763261768216,False,2
927.16,2023-03-20 16:48:00,59,153,1,7104.61,2024-11-04 08:10:20,37,0,1,2,-51376940.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,3.352565196357565,False,0
613.7,2023-02-22 17:33:56,61,37,1,7307.11,2024-11-04 08:10:53,13,1,0,2,-53620617.0,17,Normal,$500–$1K,2,1,-1,2,1,-1,6.50277767961818,False,2
26.07,2023-03-16 17:00:29,20,19,3,349.98,2024-11-04 08:10:16,3,1,1,3,-51721787.0,17,Waspada,< $50,2,1,-1,1,1,-1,3.308163899116235,False,1
170.45,2023-01-05 16:56:49,60,199,1,2284.41,2024-11-04 08:09:17,37,1,1,1,-57769948.0,16,Normal,$50–$200,1,1,44,0,2,44,2.935985035021136,False,0
344.27,2023-09-19 17:23:14,22,123,1,1918.36,2024-11-04 08:09:37,35,1,1,3,-35563583.0,17,Normal,$200–$500,1,1,-1,0,2,-1,0.9989900240192223,False,0
872.72,2023-04-24 16:47:17,22,288,1,503.01,2024-11-04 08:10:49,42,2,1,3,-48353012.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,7.8886346657239095,True,0
292.95,2023-02-16 16:23:11,37,56,1,1216.91,2024-11-04 08:11:13,22,1,1,1,-54143282.0,16,Normal,$200–$500,0,1,-1,2,0,-1,2.8659204225024904,False,2
28.44,2023-08-31 17:43:38,18,243,1,1071.04,2024-11-04 08:09:03,14,0,1,3,-37203925.0,17,Normal,< $50,2,1,-1,2,0,-1,5.488645197008464,False,2
209.02,2023-03-03 17:08:36,21,74,1,187.9,2024-11-04 08:11:19,12,0,1,3,-52844563.0,17,Normal,$200–$500,2,1,-1,1,1,-1,6.073980378593905,False,1
20.05,2023-11-29 17:43:51,72,171,1,7145.67,2024-11-04 08:08:00,6,0,1,2,-29427849.0,17,Normal,< $50,2,1,-1,1,1,-1,1.2315993083488854,False,1
175.02,2023-04-10 16:23:53,28,71,1,1493.88,2024-11-04 08:09:21,31,2,1,3,-49563928.0,16,Normal,$50–$200,1,1,34,0,2,34,3.52807098631394,False,0
89.5,2023-08-21 16:22:06,41,134,1,8658.95,2024-11-04 08:09:01,21,1,0,1,-38072815.0,16,Normal,$50–$200,0,1,51,2,0,51,1.9513061152865585,False,2
69.96,2023-10-16 17:43:00,28,31,1,164.12,2024-11-04 08:08:13,3,1,1,3,-33229513.0,17,Normal,$50–$200,2,1,-1,1,1,-1,3.2743284264809853,False,1
146.51,2023-01-25 17:12:17,53,68,1,7089.9,2024-11-04 08:10:39,0,0,1,1,-56041102.0,17,Normal,$50–$200,2,1,-1,1,1,-1,6.129598867474044,False,1
376.78,2023-08-14 17:25:14,21,88,1,841.65,2024-11-04 08:07:49,26,2,0,3,-38673755.0,17,Normal,$200–$500,0,1,-1,2,0,-1,6.68617750269083,False,2
148.54,2023-12-22 16:25:16,71,107,1,5677.05,2024-11-04 08:11:52,8,1,0,2,-27445596.0,16,Normal,$50–$200,2,1,45,1,1,45,2.3110818432432008,False,1
388.77,2023-12-11 16:57:08,26,30,1,1658.49,2024-11-04 08:11:05,17,2,0,3,-28394037.0,16,Normal,$200–$500,0,1,-1,2,0,-1,2.6689383883292304,False,2
100.38,2023-11-27 17:51:15,63,49,1,10171.68,2024-11-04 08:09:18,39,1,1,0,-29600283.0,17,Normal,$50–$200,1,1,-1,0,2,-1,4.819042375013546,False,0
137.23,2023-04-07 16:50:22,64,63,1,13847.99,2024-11-04 08:08:41,14,1,1,0,-49821499.0,16,Normal,$50–$200,2,1,-1,2,0,-1,5.626428599603821,False,2
870.3,2023-08-28 17:56:39,51,229,1,3688.98,2024-11-04 08:08:54,38,0,1,2,-37462335.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,4.045434135768252,False,0
458.94,2023-07-18 18:06:23,52,180,1,5619.95,2024-11-04 08:08:35,11,1,1,1,-41004132.0,18,Normal,$200–$500,2,1,-1,1,1,-1,5.166310680609621,False,1
327.35,2023-09-25 18:48:58,20,175,1,342.08,2024-11-04 08:11:19,22,1,0,3,-35040141.0,18,Normal,$200–$500,0,1,-1,2,0,-1,3.1082996141557704,False,2
757.15,2023-01-17 16:53:08,53,38,1,4702.86,2024-11-04 08:08:06,33,2,1,1,-56733298.0,16,Normal,$500–$1K,1,1,-1,0,2,-1,2.224503766392259,False,0
5.64,2023-03-08 16:57:30,59,47,1,12703.24,2024-11-04 08:11:10,4,2,1,0,-52413220.0,16,Normal,< $50,2,1,-1,1,1,-1,2.6954103580010993,False,1
47.23,2023-08-03 18:18:56,73,160,1,6659.81,2024-11-04 08:11:07,22,2,0,2,-39621131.0,18,Normal,< $50,0,1,-1,2,0,-1,3.081500287170841,False,2
239.41,2023-11-01 17:23:46,42,248,1,7860.65,2024-11-04 08:07:19,3,2,0,0,-31848213.0,17,Normal,$200–$500,2,1,30,1,1,30,3.1503576448341057,False,1
7.48,2023-07-03 16:46:20,55,29,1,1275.2,2024-11-04 08:12:21,35,0,1,1,-42305161.0,16,Normal,< $50,1,1,-1,0,2,-1,1.3975045424291992,False,0
170.97,2023-05-01 17:04:30,26,292,1,1265.27,2024-11-04 08:07:51,26,1,1,3,-47747001.0,17,Normal,$50–$200,0,1,46,2,0,46,6.68887631125621,False,2
262.43,2023-06-13 17:26:54,37,274,5,12841.01,2024-11-04 08:07:46,36,2,0,0,-44030452.0,17,Waspada,$200–$500,1,1,-1,0,2,-1,2.096555290398612,False,0
659.15,2023-01-31 16:02:23,22,204,1,1241.59,2024-11-04 08:06:24,4,0,1,3,-55526641.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,2.6222695476348026,False,1
31.53,2023-12-20 17:15:14,25,283,1,874.93,2024-11-04 08:06:33,18,2,1,3,-27615079.0,17,Normal,< $50,0,1,-1,2,0,-1,1.983950194216477,False,2
111.66,2023-06-07 18:18:32,48,140,1,5716.72,2024-11-04 08:07:36,42,2,0,1,-44545744.0,18,Normal,$50–$200,1,1,-1,0,2,-1,7.77910065287698,True,0
250.01,2023-11-06 16:28:15,62,88,1,1541.48,2024-11-04 08:12:10,18,0,1,2,-31419835.0,16,Normal,$200–$500,0,1,5,2,0,5,1.7447230612138653,False,2
554.15,2023-04-18 17:17:37,49,108,1,14817.22,2024-11-04 08:12:11,33,0,1,0,-48869674.0,17,Normal,$500–$1K,1,1,-1,0,2,-1,2.2879019386885115,False,0
598.66,2023-01-10 16:51:44,32,222,1,2587.11,2024-11-04 08:11:41,5,1,0,1,-57338397.0,16,Normal,$500–$1K,2,1,-1,1,1,-1,1.849982840269854,False,1
