TransactionAmount,tTimeBetweenTransaction,TransactionDuration,AccountBalance,TransactionType_encoded,CustomerOccupation_encoded,TransactionType,CustomerOccupation,Cluster
717.9899999999993,445.79,17.0,-41957546.0,1,0,Engineer,Doctor,
3689.65,55.889999999999986,16.0,-38416623.0,1,2,Engineer,Retired,
1512.1599999999999,158.41,16.0,-54747665.0,1,3,Engineer,Student,
14389.45,101.18999999999998,18.0,-29424663.0,0,0,Doctor,Doctor,
9800.21,827.14,17.0,-56731381.0,1,1,Engineer,Engineer,
7014.69,61.97,18.0,-45926724.0,1,2,Engineer,Retired,
3520.61,27.210000000000036,16.0,-43947115.0,1,2,Engineer,Retired,
4913.42,173.74,17.0,-36512610.0,1,2,Engineer,Retired,
9155.35,176.11,16.0,-39021695.0,1,1,Engineer,Engineer,
2567.53,88.4,18.0,-31068454.0,1,1,Engineer,Engineer,
3779.47,567.92,16.0,-43429505.0,1,2,Engineer,Retired,
4177.65,138.11,17.0,-28391882.0,0,2,Doctor,Retired,
7284.76,456.93,16.0,-34962656.0,0,1,Doctor,Engineer,
6530.59,101.42,17.0,-48265927.0,1,2,Engineer,Retired,
7895.54,300.61,17.0,-47746210.0,1,0,Engineer,Doctor,
6781.3,265.94,16.0,-44726130.0,1,1,Engineer,Engineer,
2091.78,345.54,16.0,-56131529.0,1,1,Engineer,Engineer,
11108.39,411.52,17.0,-57335337.0,1,0,Engineer,Doctor,
9088.36,111.21,18.0,-38064931.0,1,0,Engineer,Doctor,
4671.69,316.37,17.0,-37463623.0,1,1,Engineer,Engineer,
7534.73,260.63,18.0,-27609022.0,1,1,Engineer,Engineer,
6353.14,92.36,16.0,-50771961.0,1,1,Engineer,Engineer,
13587.52,262.06,16.0,-36259268.0,1,0,Engineer,Doctor,
1351.2399999999998,64.5,18.0,-38410572.0,1,2,Engineer,Retired,
2797.26,253.55,16.0,-57251534.0,1,1,Engineer,Engineer,
1222.77,408.28,16.0,-51809821.0,0,3,Doctor,Student,
3728.04,175.94,16.0,-44725858.0,1,2,Engineer,Retired,
6067.44,199.47,16.0,-38677244.0,1,0,Engineer,Doctor,
4292.16,51.06999999999999,18.0,-56210714.0,1,2,Engineer,Retired,
3801.82,435.86,17.0,-26837490.0,1,2,Engineer,Retired,
6353.22,74.73000000000002,17.0,-55608648.0,0,2,Doctor,Retired,
1251.8499999999995,182.79,16.0,-32456739.0,0,3,Doctor,Student,
11869.71,628.36,16.0,-56476675.0,1,0,Engineer,Doctor,
9409.43,268.39,18.0,-53704723.0,1,0,Engineer,Doctor,
6003.59,362.27,16.0,-46884657.0,1,2,Engineer,Retired,
817.8299999999999,560.15,18.0,-38671755.0,0,1,Doctor,Engineer,
3663.64,351.99,16.0,-44118799.0,1,2,Engineer,Retired,
319.64999999999964,132.36,17.0,-51980888.0,1,3,Engineer,Student,
478.22999999999956,24.77000000000001,16.0,-31849882.0,0,1,Doctor,Engineer,
13446.81,668.6699999999998,17.0,-31328904.0,1,0,Engineer,Doctor,
8012.81,80.24000000000001,17.0,-46190611.0,0,0,Doctor,Doctor,
4201.22,8.650000000000006,16.0,-30210196.0,1,2,Engineer,Retired,
8870.89,178.91,16.0,-51809402.0,1,3,Engineer,Student,
906.1999999999998,115.22,17.0,-28652614.0,1,1,Engineer,Engineer,
9286.37,161.63,16.0,-27185737.0,1,0,Engineer,Doctor,
2224.08,542.75,18.0,-28733977.0,0,2,Doctor,Retired,
14639.28,317.47,17.0,-47745384.0,0,0,Doctor,Doctor,
9733.59,280.99,18.0,-53791463.0,1,1,Engineer,Engineer,
2756.2,24.189999999999998,17.0,-54830058.0,1,1,Engineer,Engineer,
6655.15,586.85,16.0,-38589291.0,1,0,Engineer,Doctor,
3233.87,372.41,18.0,-43509258.0,1,2,Engineer,Retired,
1676.5699999999997,63.170000000000016,18.0,-40397901.0,1,3,Engineer,Student,
8371.11,383.69,17.0,-31935835.0,1,1,Engineer,Engineer,
2611.64,247.17,17.0,-45929328.0,0,2,Doctor,Retired,
552.0599999999995,48.78,16.0,-38935590.0,0,3,Doctor,Student,
6017.36,4.150000000000006,16.0,-32974509.0,0,2,Doctor,Retired,
7281.46,60.99000000000001,17.0,-39797614.0,1,1,Engineer,Engineer,
6847.47,408.19,16.0,-28048821.0,1,1,Engineer,Engineer,
13017.7,524.6,17.0,-49818732.0,1,0,Engineer,Doctor,
7597.66,108.96,18.0,-33746073.0,1,3,Engineer,Student,
7330.31,70.03,18.0,-27783202.0,1,2,Engineer,Retired,
6711.78,124.84,17.0,-35303206.0,1,2,Engineer,Retired,
2248.06,324.04,16.0,-42131942.0,1,2,Engineer,Retired,
3524.68,39.69,17.0,-48351077.0,1,2,Engineer,Retired,
8332.58,157.7,17.0,-29256105.0,0,1,Doctor,Engineer,
1814.48,81.26999999999998,16.0,-31332853.0,0,3,Doctor,Student,
3886.77,193.82,17.0,-48694763.0,1,1,Engineer,Engineer,
7591.13,16.72999999999999,17.0,-29341168.0,1,2,Engineer,Retired,
1484.3100000000004,474.05,18.0,-39015609.0,1,2,Engineer,Retired,
9385.57,39.21000000000001,16.0,-46972581.0,1,0,Engineer,Doctor,
4202.92,637.75,16.0,-40492906.0,1,2,Engineer,Retired,
4813.12,153.59,17.0,-47485544.0,0,2,Doctor,Retired,
9716.68,186.6,16.0,-32458041.0,1,3,Engineer,Student,
1980.62,644.0800000000002,17.0,-47140698.0,1,3,Engineer,Student,
10216.25,226.66,18.0,-27004352.0,1,0,Engineer,Doctor,
944.8299999999999,305.0,17.0,-33576380.0,1,3,Engineer,Student,
7469.2,233.1,17.0,-56817771.0,0,0,Doctor,Doctor,
13389.16,793.13,16.0,-46971098.0,1,0,Engineer,Doctor,
8475.47,224.19,16.0,-35393096.0,1,0,Engineer,Doctor,
991.69,214.83,18.0,-51371955.0,0,3,Doctor,Student,
6953.8,163.46,17.0,-36514898.0,0,2,Doctor,Retired,
1370.0299999999997,194.99,17.0,-29257580.0,1,1,Engineer,Engineer,
14851.28,23.400000000000006,18.0,-54826765.0,1,0,Engineer,Doctor,
11505.35,227.5,16.0,-51981122.0,1,0,Engineer,Doctor,
914.2799999999997,259.9,16.0,-43257526.0,1,3,Engineer,Student,
9955.88,59.50999999999999,16.0,-50083193.0,0,0,Doctor,Doctor,
4732.81,50.629999999999995,16.0,-45762673.0,1,2,Engineer,Retired,
530.8599999999997,1074.95,16.0,-44983255.0,1,3,Engineer,Student,
3807.84,112.94,17.0,-29860292.0,0,2,Doctor,Retired,
320.25,11.810000000000002,16.0,-53193615.0,1,3,Engineer,Student,
12033.92,329.14,16.0,-30727878.0,1,0,Engineer,Doctor,
6109.55,154.24,16.0,-31420142.0,1,2,Engineer,Retired,
1691.88,233.44,16.0,-56475846.0,1,3,Engineer,Student,
1697.67,141.8,18.0,-30633152.0,1,3,Engineer,Student,
8359.5,209.03,18.0,-33832219.0,1,1,Engineer,Engineer,
1629.1199999999994,1137.63,16.0,-54313957.0,1,3,Engineer,Student,
6100.08,261.14,18.0,-46531489.0,1,1,Engineer,Engineer,
13872.03,101.81,17.0,-42646778.0,1,0,Engineer,Doctor,
10095.23,98.71,17.0,-35648773.0,1,0,Engineer,Doctor,
1504.9899999999998,87.38,18.0,-52839976.0,1,3,Engineer,Student,
13182.11,83.39,16.0,-35655086.0,1,0,Engineer,Doctor,
4330.04,267.55,16.0,-44035558.0,1,1,Engineer,Engineer,
905.25,870.05,16.0,-37207724.0,1,0,Engineer,Doctor,
6972.5,154.32,16.0,-26579891.0,0,1,Doctor,Engineer,
3553.69,164.51,18.0,-44719046.0,1,2,Engineer,Retired,
6164.65,758.12,18.0,-42297885.0,1,2,Engineer,Retired,
9626.14,103.76,16.0,-50601058.0,1,1,Engineer,Engineer,
6364.14,583.92,16.0,-39801280.0,1,1,Engineer,Engineer,
4351.83,204.06,16.0,-58032005.0,1,2,Engineer,Retired,
5773.5,53.50999999999999,16.0,-32368606.0,1,2,Engineer,Retired,
9257.04,1108.46,16.0,-37209021.0,1,1,Engineer,Engineer,
6335.58,52.94999999999999,18.0,-39276293.0,0,2,Doctor,Retired,
5403.79,120.17,17.0,-39193448.0,1,0,Engineer,Doctor,
8135.31,220.8,18.0,-36681968.0,1,1,Engineer,Engineer,
9798.26,119.01000000000002,17.0,-51979356.0,1,0,Engineer,Doctor,
137.42000000000007,183.32,16.0,-46971700.0,1,3,Engineer,Student,
7015.46,858.88,16.0,-37986037.0,1,1,Engineer,Engineer,
2356.71,11.460000000000008,16.0,-54400559.0,0,1,Doctor,Engineer,
4294.44,61.370000000000005,16.0,-55005396.0,1,2,Engineer,Retired,
9251.38,103.08,16.0,-53191120.0,0,1,Doctor,Engineer,
7542.74,1.210000000000008,17.0,-38069548.0,1,2,Engineer,Retired,
9880.71,425.18,16.0,-34272465.0,0,1,Doctor,Engineer,
6189.24,60.96000000000001,16.0,-32628850.0,1,2,Engineer,Retired,
12540.18,64.20999999999998,16.0,-57425588.0,1,0,Engineer,Doctor,
4586.11,523.02,18.0,-46186433.0,1,2,Engineer,Retired,
1519.38,50.25999999999999,17.0,-31155552.0,1,2,Engineer,Retired,
1447.2600000000002,110.08000000000001,17.0,-30207186.0,1,3,Engineer,Student,
1131.4199999999996,54.47,17.0,-30810248.0,0,3,Doctor,Student,
10278.75,79.75999999999999,16.0,-50168559.0,1,0,Engineer,Doctor,
535.1499999999996,16.79000000000002,16.0,-31418907.0,0,0,Doctor,Doctor,
859.8600000000001,1531.31,18.0,-32623571.0,1,3,Engineer,Student,
13891.47,68.62,16.0,-42649987.0,1,0,Engineer,Doctor,
1545.77,157.16,17.0,-51978777.0,1,3,Engineer,Student,
1046.7399999999998,643.38,17.0,-31416760.0,0,3,Doctor,Student,
2840.45,328.34,16.0,-33580273.0,0,1,Doctor,Engineer,
6216.77,72.68,17.0,-40745611.0,1,2,Engineer,Retired,
10141.92,354.76,16.0,-46366654.0,1,0,Engineer,Doctor,
1404.06,793.88,16.0,-53624984.0,0,3,Doctor,Student,
7795.79,29.22,18.0,-53185000.0,1,1,Engineer,Engineer,
3886.65,653.97,17.0,-34266649.0,1,1,Engineer,Engineer,
1560.4500000000003,366.43,16.0,-55611039.0,0,3,Doctor,Student,
13566.58,120.86,17.0,-30550443.0,1,0,Engineer,Doctor,
4749.54,233.74,16.0,-54400967.0,1,2,Engineer,Retired,
1044.33,471.84,17.0,-34699041.0,1,3,Engineer,Student,
2012.2399999999998,213.4,16.0,-38676529.0,0,2,Doctor,Retired,
2487.2,254.21,16.0,-45933762.0,1,1,Engineer,Engineer,
14977.99,577.73,16.0,-31074009.0,1,0,Engineer,Doctor,
1969.48,170.26,16.0,-35046547.0,1,3,Engineer,Student,
7001.2,337.73,17.0,-45845689.0,1,2,Engineer,Retired,
2525.25,330.61,16.0,-42048355.0,0,2,Doctor,Retired,
7457.94,132.33,16.0,-31073776.0,0,1,Doctor,Engineer,
5386.52,672.74,16.0,-39022329.0,0,1,Doctor,Engineer,
1690.23,74.04000000000002,18.0,-53531280.0,1,3,Engineer,Student,
3114.92,197.18,16.0,-47056940.0,1,1,Engineer,Engineer,
3466.74,21.150000000000034,16.0,-30211416.0,1,2,Engineer,Retired,
9942.24,218.37,16.0,-44725403.0,1,0,Engineer,Doctor,
9791.74,590.01,16.0,-55005930.0,1,0,Engineer,Doctor,
6824.0,697.82,16.0,-29606194.0,1,1,Engineer,Engineer,
8583.39,302.76,17.0,-30553027.0,1,1,Engineer,Engineer,
1488.6500000000005,148.0,16.0,-56215103.0,1,3,Engineer,Student,
5583.88,22.25999999999999,18.0,-55603133.0,1,3,Engineer,Student,
1357.2200000000003,0.8599999999999852,17.0,-54397375.0,1,3,Engineer,Student,
10553.23,757.1,17.0,-56213321.0,1,0,Engineer,Doctor,
1619.6,38.81,18.0,-47999982.0,0,3,Doctor,Student,
9475.4,76.50999999999999,16.0,-50169960.0,0,1,Doctor,Engineer,
8656.18,32.46000000000001,18.0,-52232987.0,1,0,Engineer,Doctor,
207.73999999999978,1022.75,16.0,-56561131.0,0,0,Doctor,Doctor,
949.3800000000006,20.639999999999986,16.0,-48701292.0,1,3,Engineer,Student,
1996.38,662.11,16.0,-55350908.0,1,3,Engineer,Student,
8836.51,288.77,16.0,-30814048.0,1,1,Engineer,Engineer,
14330.47,35.05000000000004,18.0,-34866881.0,1,0,Engineer,Doctor,
5368.42,214.73,18.0,-31066770.0,0,0,Doctor,Doctor,
8616.05,25.379999999999995,16.0,-32630912.0,1,1,Engineer,Engineer,
5906.58,617.66,16.0,-55611361.0,1,1,Engineer,Engineer,
7863.6,446.39,17.0,-28304749.0,1,2,Engineer,Retired,
2254.71,377.92,17.0,-53620637.0,1,1,Engineer,Engineer,
6983.04,11.039999999999992,18.0,-54395592.0,1,1,Engineer,Engineer,
9697.75,275.46,17.0,-40489388.0,1,0,Engineer,Doctor,
5909.52,179.76,16.0,-41529473.0,1,2,Engineer,Retired,
7847.62,32.34,16.0,-43341423.0,1,0,Engineer,Doctor,
4543.56,273.92,17.0,-42214906.0,1,2,Engineer,Retired,
1307.2299999999996,375.45,17.0,-28908652.0,1,3,Engineer,Student,
1819.9099999999999,388.98,17.0,-38069902.0,1,3,Engineer,Student,
577.6700000000001,492.84,17.0,-53015161.0,1,3,Engineer,Student,
7802.36,148.85,16.0,-29431315.0,1,0,Engineer,Doctor,
2596.61,119.95,17.0,-49558643.0,0,2,Doctor,Retired,
2406.31,391.66,17.0,-41697425.0,1,1,Engineer,Engineer,
402.4499999999998,185.99,16.0,-48352796.0,0,1,Doctor,Engineer,
1238.4300000000003,322.48,16.0,-51984044.0,1,3,Engineer,Student,
796.3499999999999,20.27000000000001,16.0,-29000518.0,1,3,Engineer,Student,
7888.76,280.61,16.0,-29604816.0,1,1,Engineer,Engineer,
4658.89,199.02,16.0,-45329744.0,1,2,Engineer,Retired,
5009.29,104.23,16.0,-33146886.0,0,2,Doctor,Retired,
1822.3400000000001,353.59,17.0,-38931181.0,0,2,Doctor,Retired,
5346.46,55.860000000000014,17.0,-56213323.0,1,1,Engineer,Engineer,
10704.95,10.77000000000001,16.0,-52413134.0,1,0,Engineer,Doctor,
2434.74,95.55,16.0,-49563898.0,1,1,Engineer,Engineer,
6568.07,477.07,16.0,-29605017.0,1,1,Engineer,Engineer,
2791.45,9.099999999999994,16.0,-52934417.0,0,2,Doctor,Retired,
658.9099999999999,21.409999999999997,16.0,-29000497.0,1,0,Engineer,Doctor,
1346.88,278.28,16.0,-34444005.0,1,3,Engineer,Student,
3022.12,388.1,18.0,-38066433.0,0,2,Doctor,Retired,
1582.5499999999997,215.39,16.0,-43343240.0,1,3,Engineer,Student,
14395.88,194.37,17.0,-48176057.0,1,0,Engineer,Doctor,
1741.1,37.69999999999999,16.0,-42653271.0,1,3,Engineer,Student,
1061.69,19.590000000000003,18.0,-43766577.0,1,2,Engineer,Retired,
7192.45,81.35,17.0,-56212076.0,1,1,Engineer,Engineer,
9923.45,314.54,16.0,-34702619.0,0,1,Doctor,Engineer,
10915.11,466.64,16.0,-36861109.0,1,0,Engineer,Doctor,
719.5200000000004,397.01,17.0,-39277239.0,1,3,Engineer,Student,
7128.82,472.48,17.0,-53190203.0,1,1,Engineer,Engineer,
9028.49,67.15,17.0,-30207228.0,1,0,Engineer,Doctor,
4656.94,102.67,17.0,-46967073.0,1,2,Engineer,Retired,
6990.64,460.09,17.0,-52585388.0,0,0,Doctor,Doctor,
6366.43,453.49,16.0,-58032147.0,1,0,Engineer,Doctor,
1382.62,267.17,16.0,-37811478.0,1,3,Engineer,Student,
14350.11,111.26,17.0,-38329229.0,1,0,Engineer,Doctor,
12990.77,121.17,17.0,-27182336.0,1,0,Engineer,Doctor,
4835.91,213.28,18.0,-27178942.0,1,2,Engineer,Retired,
2154.58,187.88,16.0,-39022272.0,1,1,Engineer,Engineer,
14833.34,471.88,18.0,-32016158.0,0,0,Doctor,Doctor,
5061.3,83.79,16.0,-33579076.0,1,1,Engineer,Engineer,
7225.06,212.14,17.0,-38673609.0,1,2,Engineer,Retired,
2607.58,99.16,17.0,-53100927.0,1,2,Engineer,Retired,
11538.969999999998,839.33,16.0,-47664358.0,0,0,Doctor,Doctor,
2834.84,29.909999999999997,16.0,-39886926.0,0,2,Doctor,Retired,
7822.73,4.240000000000009,16.0,-48957683.0,1,1,Engineer,Engineer,
7604.9,50.28999999999999,16.0,-35654018.0,0,0,Doctor,Doctor,
1480.3899999999999,135.85,17.0,-39624139.0,1,2,Engineer,Retired,
13696.31,368.53,16.0,-50169467.0,1,0,Engineer,Doctor,
12344.900000000001,17.94999999999999,17.0,-44722037.0,0,0,Doctor,Doctor,
8630.99,127.8,16.0,-52934470.0,0,1,Doctor,Engineer,
2202.62,16.72999999999999,17.0,-53620182.0,1,1,Engineer,Engineer,
14409.74,317.12,16.0,-28397058.0,1,0,Engineer,Doctor,
4894.25,476.63,17.0,-40402280.0,1,2,Engineer,Retired,
8981.61,156.58,16.0,-35654789.0,1,3,Engineer,Student,
3791.99,55.120000000000005,16.0,-35653936.0,0,1,Doctor,Engineer,
690.1599999999999,15.73999999999998,16.0,-57427500.0,1,3,Engineer,Student,
6777.12,353.68,16.0,-31419337.0,1,2,Engineer,Retired,
5449.37,297.15,18.0,-33573520.0,1,2,Engineer,Retired,
13779.97,647.85,16.0,-29000272.0,1,0,Engineer,Doctor,
9648.6,75.04000000000002,17.0,-40230162.0,1,1,Engineer,Engineer,
1029.15,273.92,17.0,-47139290.0,1,3,Engineer,Student,
3656.62,215.8,16.0,-46281873.0,0,2,Doctor,Retired,
6710.51,963.77,16.0,-41613890.0,1,1,Engineer,Engineer,
1778.75,420.6,16.0,-48959951.0,1,3,Engineer,Student,
5191.13,688.36,16.0,-42565156.0,0,3,Doctor,Student,
14847.97,285.18,16.0,-52414224.0,0,0,Doctor,Doctor,
5238.37,213.55,16.0,-50515601.0,1,0,Engineer,Doctor,
10238.82,463.11,16.0,-34960633.0,0,0,Doctor,Doctor,
7491.42,150.03,16.0,-41702049.0,1,2,Engineer,Retired,
2116.36,428.61,16.0,-33840442.0,1,2,Engineer,Retired,
972.0399999999995,309.56,17.0,-44721569.0,1,0,Engineer,Doctor,
6430.86,377.08,17.0,-54225430.0,0,3,Doctor,Student,
14077.97,77.25,17.0,-27440273.0,1,0,Engineer,Doctor,
3990.6,146.92,16.0,-36517127.0,1,2,Engineer,Retired,
961.6500000000001,126.6,16.0,-45590870.0,1,3,Engineer,Student,
703.2600000000002,101.34000000000002,17.0,-52842022.0,1,3,Engineer,Student,
1156.67,184.97,16.0,-42909865.0,1,0,Engineer,Doctor,
1356.4700000000007,451.15,16.0,-53191375.0,1,1,Engineer,Engineer,
1305.06,516.47,17.0,-27529741.0,0,3,Doctor,Student,
261.97000000000025,880.0399999999998,18.0,-32015335.0,1,3,Engineer,Student,
9500.79,353.69,16.0,-37984765.0,1,1,Engineer,Engineer,
1210.33,66.69,16.0,-31853039.0,0,3,Doctor,Student,
337.6199999999999,95.75,16.0,-41526759.0,1,1,Engineer,Engineer,
1806.6800000000003,43.91,18.0,-38410859.0,1,3,Engineer,Student,
6323.45,98.03000000000002,18.0,-27782830.0,1,1,Engineer,Engineer,
7155.95,617.66,17.0,-54140525.0,1,1,Engineer,Engineer,
7896.14,888.57,16.0,-44034374.0,1,2,Engineer,Retired,
591.2299999999996,107.48,18.0,-28994778.0,1,3,Engineer,Student,
2583.07,36.56999999999999,16.0,-39280648.0,1,2,Engineer,Retired,
234.40999999999985,575.62,18.0,-44113242.0,1,0,Engineer,Doctor,
4735.61,84.89000000000001,17.0,-45931505.0,1,1,Engineer,Engineer,
6617.52,832.3,16.0,-41526663.0,0,2,Doctor,Retired,
816.0100000000002,180.65,17.0,-28995341.0,1,3,Engineer,Student,
7393.11,7.759999999999991,17.0,-50770567.0,0,2,Doctor,Retired,
13510.11,109.3,16.0,-39712454.0,1,0,Engineer,Doctor,
4466.1,230.08,16.0,-47749687.0,1,2,Engineer,Retired,
7474.31,361.92,16.0,-53798495.0,1,2,Engineer,Retired,
7225.63,71.29000000000002,17.0,-55350345.0,1,2,Engineer,Retired,
7255.49,122.44999999999999,16.0,-56819861.0,1,0,Engineer,Doctor,
11417.91,642.53,16.0,-38676927.0,1,0,Engineer,Doctor,
1040.4300000000003,62.860000000000014,16.0,-47144793.0,1,3,Engineer,Student,
6039.04,175.21,18.0,-27523437.0,0,0,Doctor,Doctor,
3498.58,168.0,16.0,-37815040.0,0,1,Doctor,Engineer,
6628.75,11.460000000000008,16.0,-33837398.0,1,2,Engineer,Retired,
10156.09,382.07,17.0,-44720410.0,0,0,Doctor,Doctor,
521.8800000000001,13.480000000000018,17.0,-35475627.0,1,3,Engineer,Student,
9165.02,65.32,16.0,-31766119.0,1,3,Engineer,Student,
6704.76,83.07,16.0,-57686209.0,1,1,Engineer,Engineer,
6384.05,730.1,18.0,-40399322.0,0,2,Doctor,Retired,
6095.65,85.31,16.0,-28396929.0,1,2,Engineer,Retired,
1008.7600000000002,726.61,16.0,-31678732.0,1,3,Engineer,Student,
4381.24,130.4,16.0,-50168289.0,1,1,Engineer,Engineer,
1382.8000000000002,68.1,16.0,-58032609.0,1,3,Engineer,Student,
7380.63,65.25999999999999,17.0,-28652719.0,1,3,Engineer,Student,
1981.67,191.62,17.0,-40142836.0,1,0,Engineer,Doctor,
7036.72,212.88,18.0,-46186033.0,1,0,Engineer,Doctor,
3707.82,88.38,16.0,-56735861.0,1,1,Engineer,Engineer,
2040.1599999999999,48.77000000000001,17.0,-43856354.0,0,1,Doctor,Engineer,
267.52999999999975,289.1,16.0,-41616059.0,1,3,Engineer,Student,
2617.23,390.09,16.0,-33837454.0,1,1,Engineer,Engineer,
8883.4,48.28999999999999,17.0,-35042942.0,1,1,Engineer,Engineer,
1660.6599999999999,333.83,17.0,-39882257.0,1,2,Engineer,Retired,
2011.6,1074.29,16.0,-57770879.0,1,2,Engineer,Retired,
4309.9,100.27,17.0,-41697897.0,1,2,Engineer,Retired,
362.39999999999964,44.53999999999999,16.0,-33234241.0,1,1,Engineer,Engineer,
836.6899999999996,1156.18,16.0,-35395190.0,0,0,Doctor,Doctor,
1913.06,82.17000000000002,18.0,-27783872.0,1,3,Engineer,Student,
563.46,1045.45,16.0,-32023572.0,1,3,Engineer,Student,
6133.22,447.4200000000001,16.0,-27790519.0,1,1,Engineer,Engineer,
1068.2799999999993,590.26,16.0,-43516082.0,0,3,Doctor,Student,
2037.75,192.73,16.0,-33232814.0,1,2,Engineer,Retired,
221.78999999999996,146.01,16.0,-48267678.0,1,3,Engineer,Student,
1127.54,136.05,16.0,-56217155.0,1,3,Engineer,Student,
2061.61,11.569999999999993,16.0,-27618820.0,0,2,Doctor,Retired,
9326.28,102.34,16.0,-46280998.0,1,0,Engineer,Doctor,
2240.49,7.819999999999965,17.0,-57420785.0,1,1,Engineer,Engineer,
6579.37,79.43,17.0,-40487833.0,1,2,Engineer,Retired,
1876.35,386.97,16.0,-55523669.0,1,2,Engineer,Retired,
1664.5900000000001,51.22,16.0,-42652739.0,1,3,Engineer,Student,
6910.18,256.05,16.0,-44552694.0,1,2,Engineer,Retired,
1319.85,7.789999999999992,17.0,-43770960.0,1,0,Engineer,Doctor,
6095.5,233.71,17.0,-34354912.0,1,0,Engineer,Doctor,
2420.86,176.37,16.0,-56820492.0,1,2,Engineer,Retired,
359.0600000000004,122.63,18.0,-48691860.0,1,3,Engineer,Student,
3128.71,86.41,17.0,-50768215.0,1,2,Engineer,Retired,
7587.48,21.569999999999965,16.0,-32371096.0,1,2,Engineer,Retired,
290.59000000000015,82.67000000000002,16.0,-37726014.0,1,3,Engineer,Student,
7707.96,451.35,18.0,-36768123.0,0,1,Doctor,Engineer,
4735.41,299.42,17.0,-28997060.0,0,2,Doctor,Retired,
6165.03,543.47,17.0,-38674415.0,1,3,Engineer,Student,
1637.75,346.76,16.0,-26840238.0,0,3,Doctor,Student,
585.5200000000004,47.47999999999999,16.0,-53796087.0,1,3,Engineer,Student,
5481.76,64.92000000000002,18.0,-46185839.0,1,1,Engineer,Engineer,
1982.9,350.72,16.0,-39713377.0,0,3,Doctor,Student,
5766.96,3.8000000000000114,16.0,-39801533.0,1,0,Engineer,Doctor,
7139.11,22.539999999999964,16.0,-37381880.0,1,1,Engineer,Engineer,
4732.57,767.14,16.0,-37381459.0,0,2,Doctor,Retired,
2293.13,167.47,17.0,-29255205.0,1,1,Engineer,Engineer,
2870.67,43.650000000000006,16.0,-32024901.0,0,1,Doctor,Engineer,
6885.16,391.08,17.0,-48005926.0,1,2,Engineer,Retired,
5500.56,390.77,16.0,-32025994.0,1,0,Engineer,Doctor,
5609.44,508.16,18.0,-50680244.0,1,1,Engineer,Engineer,
1228.9300000000003,36.76000000000002,16.0,-49562425.0,0,2,Doctor,Retired,
192.6300000000001,332.33,17.0,-43427149.0,1,3,Engineer,Student,
6590.28,362.09,16.0,-53190511.0,1,1,Engineer,Engineer,
13485.0,42.579999999999984,16.0,-55006650.0,1,0,Engineer,Doctor,
6472.5,122.35,17.0,-49385933.0,0,2,Doctor,Retired,
2571.39,248.66,17.0,-55261476.0,1,1,Engineer,Engineer,
676.0999999999999,461.25,17.0,-37463784.0,0,0,Doctor,Doctor,
12352.2,61.77000000000001,17.0,-34787103.0,1,0,Engineer,Doctor,
8765.38,268.92,16.0,-38676848.0,1,1,Engineer,Engineer,
1590.8800000000006,303.97,16.0,-55350742.0,1,3,Engineer,Student,
7375.73,219.02,16.0,-26581095.0,0,1,Doctor,Engineer,
1845.1800000000003,125.14,17.0,-37464684.0,1,3,Engineer,Student,
1382.5100000000002,47.599999999999994,18.0,-53529929.0,1,1,Engineer,Engineer,
7508.98,592.8200000000002,17.0,-35995585.0,1,2,Engineer,Retired,
3901.82,372.5,18.0,-33227678.0,1,3,Engineer,Student,
4792.01,4.719999999999999,16.0,-48960336.0,1,1,Engineer,Engineer,
6887.52,144.93,16.0,-46453038.0,1,1,Engineer,Engineer,
8643.51,316.56,18.0,-37373983.0,1,1,Engineer,Engineer,
887.3199999999997,9.180000000000035,18.0,-42040729.0,1,3,Engineer,Student,
7174.69,421.25,16.0,-57772427.0,1,3,Engineer,Student,
2679.91,185.71,16.0,-39282865.0,1,1,Engineer,Engineer,
4315.07,1432.02,17.0,-36512367.0,1,2,Engineer,Retired,
8853.93,26.27000000000001,16.0,-51637649.0,0,1,Doctor,Engineer,
1088.62,297.03,17.0,-36514900.0,1,2,Engineer,Retired,
1442.2899999999995,341.67,16.0,-52586619.0,1,2,Engineer,Retired,
3798.09,99.52,17.0,-49558956.0,1,1,Engineer,Engineer,
9951.68,881.1000000000001,16.0,-30813724.0,1,3,Engineer,Student,
9567.94,139.69,17.0,-43857914.0,1,1,Engineer,Engineer,
2669.66,42.72,16.0,-38416309.0,1,1,Engineer,Engineer,
9630.0,112.72,16.0,-50773081.0,1,0,Engineer,Doctor,
1307.8600000000001,568.88,16.0,-54661187.0,1,3,Engineer,Student,
1916.46,189.03,17.0,-48694497.0,1,3,Engineer,Student,
167.27999999999975,199.8,16.0,-40492364.0,1,3,Engineer,Student,
10790.8,189.08,16.0,-51983735.0,1,0,Engineer,Doctor,
9977.49,958.9,16.0,-42219401.0,1,1,Engineer,Engineer,
14563.02,409.59,16.0,-51379394.0,1,0,Engineer,Doctor,
614.1400000000003,349.34,16.0,-57424624.0,0,3,Doctor,Student,
603.79,283.15,16.0,-38936373.0,1,3,Engineer,Student,
2197.12,151.82,16.0,-41096349.0,1,2,Engineer,Retired,
8994.39,438.59,17.0,-32019683.0,1,1,Engineer,Engineer,
3224.6,590.57,16.0,-42739182.0,1,2,Engineer,Retired,
4336.4,63.74000000000001,17.0,-36166707.0,1,2,Engineer,Retired,
